Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
Mercosur,,4501,2596,3326,CG,"306 REC",,,0,0,
"Culturas Juveniles","Reguillo, Rossana",10459,4347,3326,,"307.66 REG",,,0,0,
"Estructura social de la Argentina ","Torrado , Susana",6427,2100,3326,CG,"307 TOR",,,0,0,
"Fundadores de la izquierda argentina","Dubkin, Claudia",11930,5212,3326,,"320.098 0 DUB",,,0,0,
"La violencia del mundo","Baudrillard, Jean ; Morin Edgar",11917,5201,3326,,"320.1 BAU",,,0,0,
"La industria y el sindicalismo de base en la Argentina","Schorr, Martín",8979,4882,3326,,"320.1 SCH",,,0,0,
"Proteccionismo, liberalismo y desarrollo industrial","Panettieri, José",4999,2493,3326,CG,"320.51 PAN",,,0,0,
"Zonceras argentinas al sol","Fernández, Aníbal",11994,6072,3326,Política,"320.5 FER",,,0,0,
Progres,"Saavedra, Ignacio",8932,4516,3326,,"320.5 SAA",,,0,0,
"Organizaciones de la sociedad civil e incidencia en políticas públicas",,7508,3432,3326,CG,"320.6 ORG",,,0,0,
Chávez,"Guerrero, Modesto Emilio",10977,4300,3326,Biografías,"320.80 GUE",,,0,0,
"Raúl Castro, estratega de la defensa revolucionaria en Cuba ","Klepak, Hal",11932,5210,3326,,"320.80 KLE",,,0,0,
"Autonomía y neutralidad en la globalización ","Russell, Roberto ; Tokatlian, Juan Gabriel",11933,5209,3326,,"320.80 RUS",,,0,0,
"De Frondizi a Alfonsín ","Acuña, Marcelo Luis",6700,2557,3326,CG,"320(82) ACU",,,0,0,
"De Frondizi a Alfonsión ","Acuña, Marcelo Luis",6699,2556,3326,CG,"320(82) ACU",,,0,0,
"El partido comunista","Arévalo, Oscar",4995,2497,3326,CG,"320(82) AR",,,0,0,
"Historia de las fuerzas conservadoras","Azaretto, Roberto",4996,2495,3326,CG,"320(82) AZA",,,0,0,
"De Vandor a Ubaldini/2","Calello, Osvaldo",6719,2576,3326,CG,"320(82) CAL",,,0,0,
"Autoritarismo y democracia ","Cavarozzi, Marcelo",5077,2501,3326,CG,"320(82) CAV",,,0,0,
"Perón y el justicialismo","Chávez, Fermín",6720,2577,3326,CG,"320(82) CH",,,0,0,
"Sabattini y la decadencia del yrigoyenismo/1","Ferrero, Roberto A.",6715,2572,3326,CG,"320(82) FER",,,0,0,
"Sabattini y la decadencia del yrigoyenismo/2","Ferrero, Roberto A.",6716,2573,3326,CG,"320(82) FER",,,0,0,
"Testimonios del precursor de Forja ","Galasso, Norberto",5140,2479,3326,CG,"320(82) GAL",,,0,0,
"La primera presidencia de Perón","Gambini, Hugo",6694,2551,3326,CG,"320(82) GAM",,,0,0,
"Agustín Tosco, conducta de un dirigente obrero",,6714,2571,3326,CG,"320(82) LAN",,,0,0,
"Testigos del proceso militar/1","López Saavedra, Emiliana",6711,2568,3326,CG,"320(82) LP",,,0,0,
Cámpora.Perón.Isabel,"Maceyra, Horacio",5144,2513,3326,CG,"320(82) MAC",,,0,0,
"La segunda presidencia de Perón","Maceyra, Horacio",6702,2559,3326,CG,"320(82) MAC",,,0,0,
"El partido Demócrata Progresista","Molinas, Ricardo F.",5083,2483,3326,CG,"320(82) MOL",,,0,0,
"Juan B. Justo y el socialismo","Moreau de Justo, Alicia",6706,2563,3326,CG,"320(82) MOR",,,0,0,
"El desarrollismo","Nosiglia, Julio E.",5074,2509,3326,CG,"320(82) NOS",,,0,0,
"Historia del socialismo argentino/1","Oddone, Jacinto",5071,2498,3326,CG,"320(82) ODD",,,0,0,
"""Proceso"", crisis y transición demócratica/2",,5141,2500,3326,CG,"320(82) OSZ",,,0,0,
"Partido laborista: Estado y sindicatos","Pont, Elena Susana",6697,2554,3326,CG,"320(82) PON",,,0,0,
"La vanguardia","Reinoso, Roberto",1044,2499,3326,CG,"320(82) REI",,,0,0,
"La presidencia de Frondizi","Rodríguez Lamas, Daniel",6705,2562,3326,CG,"320(82) ROD",,,0,0,
"Rawson. Ramírez. Farrell","Rodríguez Lamas, Daniel",6695,2552,3326,CG,"320(82) ROD",,,0,0,
"Democracia, orden político y parlamento fuerte",,6704,2561,3326,CG,"320(82) SB",,,0,0,
"Bases para la reconstrucción nacional","Scalabrini Ortiz, Raúl",6831,2727,3326,CG,"320.82 SCA",,,0,0,
"El peronismo de la derrota",Unamuno,6718,2575,3326,CG,"320(82) UNA",,,0,0,
"Kirchner, el tipo que supo","Wainfeld, Mario",11406,4349,3326,,"320.82 WAI",,,0,0,
"Leandro N. Alem","Yunque, Alvaro",6713,2570,3326,CG,"320(82) YUN",,,0,0,
"Divorcio y familia tradicional","Rodríguez Molas, Ricardo",6698,2555,3326,CG,"320.85 ROD",,,0,0,
"Lázaro Cárdenas y la revolución Mexicana","Aibar, Julio",11949,5517,3326,Historia,"320.982 AIB",,,0,0,
"Jauretche y su época","Galasso, Norbeeto",8022,4720,3326,,"320.982 GAL",,,0,0,
"Jauretche y su época","Galasso, Norberto",8023,4961,3326,Política,"320.982 GAL",,,0,0,
"La república imposible","Halperin Donghi, Tulio",7115,3039,3326,CG,"320.982 HAL",,,0,0,
"La formación de la conciencia nacional (1930-1960)","Hernández Arregui, Juan José",7887,3810,3326,CG,"320.982 HER",,,0,0,
"La vergüenza de todos","Llonto, Pablo",7623,3547,3326,CG,"320.982 LLO",,,0,0,
"EL Cemida","Mazzei, Daniel",12151,5902,3326,,"320.982 MAZ",,,0,0,
"Momentos de luchas populares","Schiller, Herman",7321,3245,3326,CG,"320.982 SCH",,,0,0,
"Cuentas pendientes ","Verbitsky, Horacio",10338,4694,3326,Política,"320.982 VER",,,0,0,
"La política de los pobres","Auyero, Javier",5950,1340,3326,SALA,"320 AUY",,,0,0,
"Cómo las mujeres cambian la política","Bataille, Philippe",5761,2607,3326,CG,"320 BAT",,,0,0,
"El abismo y el horizonte","Bilbao, Luis",4970,2661,3326,CG,"320 BIL",,,0,0,
"Venezuela en Revolución","Bilbao, Luis",12053,5877,3326,,"320 BIL",,,0,0,
"Escritos políticos","Estrada, José Manuel",2202,2326,3326,CG,"320 EST",,,0,0,
"""haceme senador""","Massaccesi, Horacio",6798,2694,3326,CG,"320 MAS",,,0,0,
"El peronismo ","Puiggrós, Rodolfo",7204,3128,3326,CG,"320 PUI",,,0,0,
"El yrigoyenismo","Puiggrós, Rodolfo",7201,3125,3326,CG,"320 PUI",,,0,0,
"La democracia fraudulenta","Puiggrós, Rodolfo",7203,3127,3326,CG,"320 PUI",,,0,0,
"Las izquierdas y el problema nacional","Puiggrós, Rodolfo",7202,3126,3326,CG,"320 PUI",,,0,0,
"Elecciones y revolución ","Ruiz Moreno, Isidoro J.",1027,2627,3326,CG,"320 RUI",,,0,0,
"Robo a la corona","Verbitsky, Horacio",4077,4620,3326,,"320 VER",,,0,0,
"La otra juvenilia","Garaño, Santiago",6468,2145,3326,CG,"321.9 GAR",,,0,0,
"Un golpe a los libros","Invernizzi, Hernán",7035,2959,3326,CG,"321.9 INV",,,0,0,
"Niñez y derechos","Peralta, María Inés",5949,1339,3326,SALA,"323.352 PER",,,0,0,
"La libertad y sus garantias","Kelly, Frank K.",865,2650,3326,CG,"323.44 KEL",,,0,0,
"Educando en derechos humanos","Dillon, Susana",7039,2963,3326,CG,"323 DIL",,,0,0,
"Padres de plaza de Mayo","Eisenstaedt, Eva",10341,4315,3326,,"323 EIS",,,0,0,
"Temas de derechos humanos","Pinto , Mónica",7364,3288,3326,CG,"323 PIN",,,0,0,
"Nunca más ",,7821,3744,3326,CG,"323 SEC",,,0,0,
"La presidencia de Alvear","Alonso, Beatriz",5136,2510,3326,CG,"324.282 ALO",,,0,0,
"El partido comunista","Arévalo, Oscar",1039,2511,3326,CG,"324.282 AR",,,0,0,
"Los partidos provinciales","Mansilla, César L.",1041,2490,3326,CG,"324.282 MAN",,,0,0,
"El desarrollismo","Nosiglia, Julio E.",1038,2496,3326,CG,"324.282 NOS",,,0,0,
"La utopía desarmada ","Castañeda, Jorge G.",5118,2651,3326,CG,"324.2 CAS",,,0,0,
"El partido intransigente","Nosiglia, Julio E.",5000,2492,3326,CG,"324.2 NOS",,,0,0,
"Historia del socialismo argentino/2","Oddone, Jacinto",5001,2491,3326,CG,"324.2 ODD",,,0,0,
"La izquierda nacional y el FIP","Galasso, Norberto",4997,2502,3326,CG,"324.82 GAL",,,0,0,
"Los nacionalistas","Barbero, María Inés",1040,2504,3326,CG,"324 BAR",,,0,0,
"Los nacionalistas","Barbero , María Inés",4998,2505,3326,CG,"324 BAR",,,0,0,
"Memoria, verdad y justicia a los 30 años X los treinta mil",,7155,3079,3326,CG,"324 MAD",,,0,0,
"No me olvides","Durán, Yaraví",7885,3808,3326,CG,"325.1 DUR",,,0,0,
"Mundo Brics","Turzi, Mariano",12058,5811,3326,Política,327.1,,,0,0,
"El choque de barbaries","Achcar, Gilbert",11942,5525,3326,Política,"327.1 ACH",,,0,0,
"Malvinas y el petróleo","Bernal, Federico ",11925,5217,3326,,"327.1 BER",,,0,0,
"Voltear a cuba ","keith Bolender",11951,5438,3326,Política,"327.1 BOL",,,0,0,
"El fin de la era Bush","Cantelmi, Marcelo",12095,5896,3326,,"327.1 CAN",,,0,0,
"Conversaciones sobre Palestina","CHOMSKY, NOAM",11372,4382,3326,,"327.1 CHO",,,0,0,
"El imperio de la guerra permanente ","Cassen, Bernard",11912,5192,3326,,"327 CAS",,,0,0,
"Artistas en tiempos de guerra","Zinn, Howard",12145,5901,3326,,"327 ZIN",,,0,0,
"¿Puede salvarse Estados Unidos? ","Artus, Patrick",11913,5197,3326,,"330.1 ART",,,0,0,
"Economía política de la convertibilidad","Wainer, Andres",10330,4302,3326,,"330.82 WAI",,,0,0,
"Comosión Kissinger",,4866,2624,3326,CG,"330.(972) COM",,,0,0,
"Fuga de divisas en la Argentina",,7359,3283,3326,CG,"330.982 FUG",,,0,0,
"Historia económica, política y social de la Argentina","Rapoport, Mario",6465,2142,3326,CG,"330.9(82) RAP",,,0,0,
"La desregulación de los mercados","Azpiazu, Daniel",7450,3374,3326,CG,"330 AZP",,,0,0,
"Desarrollo de proyectos de emprendimientos Pymes para el crecimiento","Basile, Dante Sebastián",5954,1344,3326,SALA,"330 BAS",,,0,0,
"Crisis Global:Una mirada desde el sur","Bleger, Leonardo",12080,5886,3326,,"330 BLE",,,0,0,
"Una nueva Argentina","Bunge, Alejandro E.",6998,2895,3326,CG,"330 BUN",,,0,0,
"Volver a crecer","Cavallo, Domingo F.",4728,2626,3326,CG,"330 CAV",,,0,0,
"¿Nos preocupa el cambio...","Gentile, Georgina",7936,3859,3326,CG,"330 GEN",,,0,0,
"Las pymes y el desarrollo","Kulfas, Matías",11929,5213,3326,,"330 KUL ",,,0,0,
"El campo argentino","Lattuada, Mario",7882,3805,3326,CG,"330 LAT",,,0,0,
"Animarse a emprender","Poncio, Dario",10332,4301,3326,,"330 PON",,,0,0,
"Regiones y sustentabilidad",,7449,3373,3326,CG,"330 PRO",,,0,0,
"Estructuras regionales y sistemas productivos","Rofman, Alejandro",7103,3027,3326,CG,"330 ROF",,,0,0,
"Porteños ricos y trinitarios...","Rosa, José María",7924,3847,3326,CG,"330 ROS",,,0,0,
"El estallido de la superburbuja","Sevares, Julio",12081,5884,3326,,"330 SEV",,,0,0,
"El proceso de reorganización nacional/1","Troncoso, Oscar",6709,2566,3326,CG,"330 TRO",,,0,0,
"Chicos que trabajan ","Chebez, Victor",11918,5200,3326,,"331.31 CHE",,,0,0,
"De Vandor a Ubaldini/1","Calello, Osvaldo",1043,2489,3326,CG,"331.82 CAL",,,0,0,
"Bandera proletaria ",,1045,2481,3326,CG,"331.82 REI",,,0,0,
"Los sindicatos en el gobierno 1973-1976","Torre, Juan Carlos",1042,2494,3326,CG,"331.82 TOR",,,0,0,
"Fundadores del gremialismo obrero/2","Troncoso, Oscar",5145,2507,3326,CG,"331.88 TRO",,,0,0,
"La semana trágica","Bilsky, Edgardo J.",6701,2558,3326,CG,"331.8 BIL",,,0,0,
"Los orígenes del movimiento obrero","Falcón, Ricardo",6703,2560,3326,CG,"331.8 FAL",,,0,0,
"Devaluaciones de la moneda","Panettieri, José",5143,2516,3326,CG,"332.4(82) PAN",,,0,0,
"Empresa familiar agropecuaria","Ducos, María Marta",6822,2718,3326,CG,"338.1 DUC",,,0,0,
"Buenos Aires bizarro.","Riera, Daniel",11257,4387,3326,,"338.479.1 RIE 11257",,,0,0,
"Turismo entre el ocio y el neg-ocio","Getino , Octavio",6538,2236,3326,CG,"338.4 GET",,,0,0,
"Cómo desarrollar microemprendimientos","Mouján, Hugo",6861,2757,3326,CG,"338.6 MOU",,,0,0,
"El dogma nacionalista","Beceraggi Allende, Walter",5173,2628,3326,CG,"338.9 BER",,,0,0,
"Historia testimonial Argentina",,6753,2618,3326,CG,"338.9 PAN",,,0,0,
"Estado, crisis económica y poder militar","Quiroga, Hugo",3264,2482,3326,CG,"338.9 QUI",,,0,0,
"La Argentina y el Atlántico Sur","Fraga, Jorge Alberto",5103,2662,3326,CG,"341.42 FRA",,,0,0,
"Constitución de la Provincia de Río Negro",,6158,1661,3326,SALA,34202,,,0,0,
"Constitución de la Nación Argentina",,3193,697,3326,,"342.02 CON",,,0,0,
"Constitución de la Nación Argentina",,3196,698,3326,,"342.02 CON",,,0,0,
"Constitución de la Nación Argentina",,3203,699,3326,SALA,"342.02 CON",,,0,0,
"Constitución de la Nación Argentina",,3198,700,3326,,"342.02 CON",,,0,0,
"Constitución de la Nación Argentina",,3191,701,3326,,"342.02 CON",,,0,0,
"Constitución de la Nación Argentina 1994",,6627,2374,3326,CG,"342.02 CON",,,0,0,
"Constitución de la provincia de Buenos Aires",,6517,2215,3326,CG,"342.02 CON",,,0,0,
"Constitución de la Nación Argentina, 1994","Mignone, Emilio F.",6467,2144,3326,CG,"342.03 MIG",,,0,0,
"La justicia penal","Arduino, Ileana ",11927,5215,3326,,"345 ARD",,,0,0,
"Las primeras leyes obreras","Panettieri, José",6696,2553,3326,CG,"348 348",,,0,0,
"El servicio militar obligatorio","Rodríguez Molas, R.",5142,2484,3326,CG,"355.223 ROD",,,0,0,
"Guerra biológicay bioterrorismo","Lema, Martín",7116,3040,3326,CG,"358.38 LEM",,,0,0,
"La tercera revolución","Castro, Jorge",5319,2621,3326,CG,"361.25 CAS",,,0,0,
"Diseño y evaluación de proyectos de intervención socioeducativa y trabajo social comunitario",,6871,2767,3326,CG,"361.2 DIS",,,0,0,
"Educación social y animación sociocultural",,6829,2725,3326,CG,"361.2 PR",,,0,0,
"Educación social y animación sociocultural",,6830,2726,3326,CG,"361.2 PR",,,0,0,
"La práctica de la animación sociocultural","Ander-Egg, Ezequiel",1424,2591,3326,CG,"361.3 AND",,,0,0,
"La administración que deja ver el fondo","Arboleya, Guillermo",7357,3281,3326,CG,"361.3 ARB",,,0,0,
"Promoción social comunitaria","Diéguez, Alberto José",5696,2593,3326,CG,"361.3 DI",,,0,0,
"Mujeres jefes de hogar, características y tácticas de supervivencia","Morales, Liliana Aurora",6621,2356,3326,CG,"361.3 MOR",,,0,0,
"Trabajo social comunitario",,4338,2592,3326,CG,"361.3 UNI",,,0,0,
"Manual de autogetión para organizaciones sin fines de lucro","Giomi , Claudio",7598,3522,3326,CG,"361.763 GIO",,,0,0,
"Guía para la elaboración de proyectos sociales","Ulla, Luis",7599,3523,3326,CG,"361.763 ULL",,,0,0,
Desmanicomialización,"Schiappa Pietra, José",7680,3603,3326,CG,"362.2 SCH",,,0,0,
"La gestión cultural de la ciudad ante el próximo milenio",,2617,2597,3326,CG,"362.6 VEL",,,0,0,
"Abuso sexual infantil intrafamiliar","Podestá, Marta del Carmen",6864,2760,3326,CG,"362.76 POD",,,0,0,
"Violencias cotidianas, violencia de género","Velázquez, Susana",7037,2961,3326,CG,"362.82 VEL",,,0,0,
"La marca de la gorra","Galvani, Mariana ",11921,5205,3326,,"363.2 GAL",,,0,0,
"Privatizaciones e impacto en los sectores populares",,5951,1341,3326,SALA,"363.6 BAN",,,0,0,
"El problema carcelario","Salinas, Raúl",11919,5199,3326,,"365.34 SAL",,,0,0,
"Educar para los valores","Cantalejos de Garófoli, Delia",3928,1726,3326,SALA,"370.114 CAN",,,0,0,
"Como formular objetivos operativos","Escudero Muñoz, J. M.",3801,1839,3326,SALA,"370.11 ESC",,,0,0,
"De uno a cuatro","Bom, Paulien",9970,5936,3326,,370.15,,,0,0,
"La educación de los niños","Adler, Alfred",740,1844,3326,SALA,"370.15 ADL",,,0,0,
"La interacción didáctica","Delamont, Sara",3805,1643,3326,SALA,"370.19 DEL",,,0,0,
"Una introducción a la enseñanza para la diversidad","Anijovich, Rebeca",7667,3591,3326,CG,"370.1 ANI",,,0,0,
"¿Por qué yo?","Daura, Florencia",7824,3747,3326,CG,"370.1 DAU",,,0,0,
"Pedagogía de la tolerancia","Freire, Paulo",7665,3589,3326,CG,"370.1 FRE",,,0,0,
"Pedagogía de los sueños posibles","Freire, Paulo",11.065,4321,3326,,"370.1 FRE",,,0,0,
"Pedagogía del oprimido","Freire, Paulo",6789,2676,3326,CG,"370.1 FRE",,,0,0,
"De Simón Rodríguez a Paulo Freire","Puiggros, Adriana",9161,4515,3326,,"370.1 PUI",,,0,0,
"Investigaciones pedagógicas","Taborda, Saúl",2383,2187,3326,CG,"370.1 TAB",,,0,0,
"La resolución de conflictos en el aula","Porro, Bárbara",7192,3116,3326,CG,"370.7 POR",,,0,0,
"Propuestas para el debate educativo en 1984",,6708,2565,3326,CG,"370(82) BRA",,,0,0,
"El planeamiento como instrumento de cambio","Aguerrondo, Inés",346,1916,3326,CG,"370 AGU",,,0,0,
"Fundamentos de pedagogía y psicopedagogía","Brotto, Mariano P.",1315,1891,3326,CG,"370 BRO",,,0,0,
"Educación y país","Cirigliano, Gustavo F. J.",1419,1767,3326,SALA,"370 CIR",,,0,0,
"Desafio de la educación","Eichelbaum de Babini, Ana María",152,1765,3326,SALA,"370 EIC",,,0,0,
"La tragedia educativa","Etcheverry, Guillermo Jaim",7044,2968,3326,CG,"370 ETC",,,0,0,
"Los mitos de la educación Argentina","Grimson, Alejandro",10457,5491,3326,,"370 GRI",,,0,0,
"Cambio Educativo y Formación Docente","Hansen, Jorge C.",112,1648,3326,SALA,"370 HAN",,,0,0,
"Tratado de pedagogía general","Hubert, René",782,1739,3326,SALA,"370 HUB",,,0,0,
"Leer y escribir entre dos culturas ",,7199,3123,3326,CG,"370 LEE",,,0,0,
"Ideas pedagógicas del siglo XX","Luzuriaga, Lorenzo",791,1741,3326,SALA,"370 LUZ",,,0,0,
"Programación y evaluación","Nirenberg, Olga",7916,3839,3326,CG,"370 NIR",,,0,0,
"La  escuela paralela","Porcher, Louis",2977,1915,3326,CG,"370 POR",,,0,0,
"Qué pasó en la educación Argentina","Puiggrós, Adriana",7040,2964,3326,CG,"370 PUI",,,0,0,
"Educación, administración y calidad de vida","Sander, Benno",3726,1755,3326,SALA,"370 SAN",,,0,0,
"Poder y educación popular","Tamarit, José",7197,3121,3326,CG,"370 TAM",,,0,0,
"Educación popular","Torres, Rosa María",6582,2299,3326,CG,"370 TOR",,,0,0,
"Cómo fue la enseñanza popular en la Argentina","Vedoya, Juan Carlos",795,2683,3326,CG,"370 VED",,,0,0,
"Pedagogía Waldorf","Carlgren, Frans",11064,4897,3326,"Pedagogía y didáctica",371.1,,,0,0,
"La disciplina en el aula","Fontana, David",3727,1740,3326,SALA,"371.102 4 FON",,,0,0,
"Una didáctica","Medaura, Julia Olga",1397,1745,3326,SALA,"371.102 MED",,,0,0,
"Organización cooperativa de la clase","Vigy, Janine L.",3819,1757,3326,SALA,"371.102 VIG",,,0,0,
"La interacción didáctica","Delamont, Sara",2621,1840,3326,SALA,"371.19 DEL",,,0,0,
"La influencia del entorno educativo en el niño","Bandrés Ungría, Ma. Pilar",3816,1762,3326,SALA,"371.1 BAN",,,0,0,
"El autoperfeccionamiento del profesor","Villar Angulo, Luis Miguel",3802,1888,3326,CG,"371.1 VIL",,,0,0,
"Efemérides literarias argentinas","Paz, Carlos",6445,2118,3326,CG,"371.23 PAZ",,,0,0,
"La escuela argentina en transformación","Gelderen, Alfredo Manuel van",3728,1837,3326,SALA,"371.2(82) GEL",,,0,0,
"Cada cual atienda su juego","Pelegrín, Ana",3826,1836,3326,SALA,"371.307 PEL",,,0,0,
"La enseñanza de la lectura por el periodismo","Cheyney, Arnold B.",3803,1887,3326,CG,"371.32 CHE",,,0,0,
"El deportista cienmtífico","De Ambrosio, Martin",10948,4290,3326,,"371.33 AMB",,,0,0,
"Abuelas con identidad","Baredes, Carla",10.664,4318,3326,,"371.33 BAR",,,0,0,
"¿Por qué está trompudo el elefante?","Baredes, Carla",7383,3307,3326,CG,"371.33 BAR",,,0,0,
"¿Querés saber qué son las proteínas?","Bombara, Paula",7404,3328,3326,CG,"371.33 BOM",,,0,0,
"¿Querés saber qué son las vitaminas y los minerales?","Bombara, Paula",7402,3326,3326,CG,"371.33 BOM",,,0,0,
"Metodología del estudio y comprensión de textos","Barisani, Blas",5232,1698,3326,SALA,"371.3 BAR",,,0,0,
"Metodología del estudio y comprensión de textos","Barisani, Blas",5231,1699,3326,SALA,"371.3 BAR",,,0,0,
"Proyectos y metodología de la investigación","Bisso, Patricia",6433,2106,3326,CG,"371.3 BIS",,,0,0,
"Estudiante se hace, no se nace","Costa, Pablo",3666,1696,3326,SALA,"371.3 COS",,,0,0,
"Metodología de estudio 1","Costa, Pablo",5403,1697,3326,SALA,"371.3 COS",,,0,0,
"Enseñanza de las ciencias y la matemática","Gil Pérez, Daniel",3354,2681,3326,CG,"371.3 GIL",,,0,0,
"Cómo estudiar ","Moreira, Elena",6863,2759,3326,CG,"371.3 MOR",,,0,0,
"El torbellino de ideas","Prado Díez, David de",3799,1886,3326,CG,"371.3 PRA",,,0,0,
"Todas las técnicas para estudiar","Sequeira, Gustavo F.",7179,3103,3326,CG,"371.3 SEQ",,,0,0,
"Orientación educativa ","Castillo Arredondo, Santiago",3813,1751,3326,SALA,"371.42 CAS",,,0,0,
"Orientación educativa ","Castillo Arredondo, Santiago",3829,1752,3326,SALA,"371.42 CAS",,,0,0,
"Prevención de adicciones ","Touzé, Graciela",7356,3280,3326,CG,"371.782 TOU",,,0,0,
"Las drogas","Vega Fuente, Amando",3809,1838,3326,SALA,"371.7 VEG",,,0,0,
"Periodismo para maestros","Repullés, Pedro A.",3929,1843,3326,SALA,"371.897 REP",,,0,0,
"Universidad y estudiantes","Inglese, Juan Osvaldo",1036,1914,3326,CG,"371.8 ING",,,0,0,
"Como son los estudiantes","Toer, Mario",1807,1917,3326,CG,"371.8 TOE",,,0,0,
"Reeducando la dislexia","Furman, Rosa L. de",784,1913,3326,CG,"371.9144 FUR",,,0,0,
"Problemas escolares","Martínez Martínez, Ma. José",3831,1763,3326,SALA,"371.914 MAR",,,0,0,
"La deficiencia mental","Bach, Heinz",3830,1892,3326,CG,"371.928 BAC",,,0,0,
"La educación del niño deficiente mental","Johnson, Margaret Anne",3811,1845,3326,SALA,"371.92 JOH",,,0,0,
"Retraso mental y primeros ejercicios educativos","Rey, André",3820,1893,3326,CG,"371.92 REY",,,0,0,
"Niños hiperactivos","Valett, Robert E.",3828,1759,3326,SALA,"371.93 VAL",,,0,0,
"Educación especial","Gisbert Alós, José",3821,1761,3326,SALA,"371.9 GIS",,,0,0,
"Desarrollo y déficit","Lewis, Vicky",7176,3100,3326,CG,"371.9 LEW",,,0,0,
"La enseñanza y la interación social en el aula","Medina, Antonio",3832,1746,3326,SALA,"372.102 MED",,,0,0,
"Del juego dramático al teatro con niños","Ferradas, Maria",11909,5184,3326,Tatro,"372.21 FER",,,0,0,
"Atomo 7","Antokolec, Patricia",7420,3344,3326,CG,"372.357 ANT",,,0,0,
"Ciencias naturales 4","Espinoza, Ana",2086,1684,3326,SALA,"372.357 ESP",,,0,0,
